I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
,-0.049,,0.055,-0.036,-0.018,,,,,,
,-0.05,,0.054,-0.034,-0.02,,,,,,
,-0.049,,0.055,-0.035,-0.019,,,,,,
,-0.05,,0.054,-0.034,-0.02,,,,,,
,-0.049,,0.055,-0.035,-0.019,,,,,,
,-0.05,,0.055,-0.034,-0.02,,,,,,
,-0.049,,0.054,-0.035,-0.019,,,,,,
,-0.05,,0.055,-0.034,-0.02,,,,,,
,-0.049,,0.054,-0.034,-0.019,,,,,,
,-0.05,,0.055,-0.035,-0.02,,,,,,
,-0.049,,0.054,-0.034,-0.019,,,,,,
,-0.05,,0.055,-0.035,-0.02,,,,,,
,-0.05,,0.055,-0.035,-0.02,,,,,,
,-0.049,,0.054,-0.034,-0.02,,,,,,
,-0.05,,0.055,-0.037,-0.018,,,,,,
,-0.049,,0.057,-0.041,-0.016,,,,,,
,-0.05,,0.059,-0.045,-0.015,,,,,,
,-0.049,,0.061,-0.049,-0.012,,,,,,
,-0.05,,0.064,-0.054,-0.01,,,,,,
,-0.049,,0.063,-0.052,-0.01,,,,,,
,-0.05,,0.061,-0.049,-0.011,,,,,,
,-0.049,,0.062,-0.049,-0.011,,,,,,
,-0.05,,0.061,-0.049,-0.012,,,,,,
,-0.049,,0.062,-0.05,-0.011,,,,,,
,-0.05,,0.061,-0.049,-0.012,,,,,,
,-0.049,,0.062,-0.05,-0.011,,,,,,
,-0.05,,0.061,-0.049,-0.012,,,,,,
,-0.049,,0.062,-0.05,-0.011,,,,,,
,-0.05,,0.061,-0.049,-0.012,,,,,,
,-0.049,,0.062,-0.05,-0.011,,,,,,
,-0.05,,0.061,-0.049,-0.012,,,,,,
,-0.049,,0.062,-0.05,-0.011,,,,,,
,-0.05,,0.061,-0.049,-0.012,,,,,,
,-0.049,,0.061,-0.05,-0.011,,,,,,
,-0.05,,0.062,-0.049,-0.012,,,,,,
,-0.049,,0.061,-0.05,-0.011,,,,,,
,-0.05,,0.062,-0.049,-0.012,,,,,,
,-0.049,,0.061,-0.05,-0.011,,,,,,
,-0.05,,0.062,-0.049,-0.012,,,,,,
,-0.049,,0.061,-0.05,-0.011,,,,,,
,-0.05,,0.062,-0.049,-0.012,,,,,,
,-0.049,,0.061,-0.05,-0.011,,,,,,
,-0.05,,0.061,-0.049,-0.012,,,,,,
,-0.049,,0.062,-0.05,-0.011,,,,,,
,-0.05,,0.061,-0.05,-0.012,,,,,,
,-0.049,,0.06,-0.047,-0.013,,,,,,
,-0.05,,0.07,-0.067,-0.003,,,,,,
,-0.049,,0.078,-0.082,0.003,,,,,,
,-0.05,,0.074,-0.073,0.0,,,,,,
,-0.049,,0.075,-0.074,0.0,,,,,,
,-0.05,,0.074,-0.075,0.0,,,,,,
,-0.049,,0.073,-0.072,-0.001,,,,,,
,-0.05,,0.071,-0.069,-0.002,,,,,,
,-0.049,,0.071,-0.07,-0.001,,,,,,
,-0.05,,0.072,-0.069,-0.002,,,,,,
,-0.049,,0.072,-0.069,-0.001,,,,,,
,-0.051,,0.072,-0.069,-0.003,,,,,,
,-0.047,,0.067,-0.063,-0.004,,,,,,
,-0.039,,0.059,-0.059,0.0,,,,,,
,-0.062,,0.082,-0.071,-0.011,,,,,,
,-0.071,,0.091,-0.075,-0.014,,,,,,
,-0.064,,0.082,-0.069,-0.011,,,,,,
,-0.064,,0.082,-0.067,-0.014,,,,,,
,-0.064,,0.081,-0.066,-0.015,,,,,,
,-0.065,,0.082,-0.067,-0.014,,,,,,
,-0.064,,0.081,-0.064,-0.015,,,,,,
,-0.065,,0.08,-0.061,-0.016,,,,,,
,-0.064,,0.079,-0.061,-0.016,,,,,,
,-0.065,,0.08,-0.062,-0.017,,,,,,
,-0.064,,0.079,-0.061,-0.016,,,,,,
,-0.065,,0.079,-0.06,-0.018,,,,,,
,-0.064,,0.076,-0.056,-0.019,,,,,,
,-0.065,,0.077,-0.056,-0.02,,,,,,
,-0.064,,0.076,-0.056,-0.019,,,,,,
,-0.065,,0.077,-0.057,-0.02,,,,,,
,-0.064,,0.076,-0.055,-0.02,,,,,,
,-0.065,,0.075,-0.052,-0.021,,,,,,
,-0.064,,0.075,-0.051,-0.021,,,,,,
,-0.065,,0.073,-0.049,-0.023,,,,,,
,-0.064,,0.071,-0.046,-0.025,,,,,,
,-0.065,,0.072,-0.046,-0.024,,,,,,
,-0.064,,0.069,-0.042,-0.027,,,,,,
,-0.065,,0.069,-0.041,-0.027,,,,,,
,-0.064,,0.072,-0.045,-0.024,,,,,,
,-0.065,,0.076,-0.055,-0.02,,,,,,
,-0.064,,0.079,-0.061,-0.016,,,,,,
,-0.065,,0.084,-0.07,-0.012,,,,,,
,-0.064,,0.086,-0.075,-0.009,,,,,,
,-0.066,,0.088,-0.076,-0.011,,,,,,
,-0.07,,0.089,-0.074,-0.015,,,,,,
,-0.069,,0.087,-0.07,-0.017,,,,,,
,-0.07,,0.086,-0.069,-0.017,,,,,,
,-0.069,,0.085,-0.067,-0.018,,,,,,
,-0.071,,0.086,-0.065,-0.02,,,,,,
,-0.075,,0.09,-0.067,-0.022,,,,,,
,-0.074,,0.087,-0.062,-0.024,,,,,,
,-0.075,,0.084,-0.057,-0.027,,,,,,
,-0.075,,0.085,-0.056,-0.026,,,,,,
,-0.075,,0.084,-0.056,-0.026,,,,,,
,-0.074,,0.081,-0.052,-0.029,,,,,,
,-0.078,,0.085,-0.054,-0.031,,,,,,
,-0.08,,0.087,-0.053,-0.033,,,,,,
,-0.079,,0.084,-0.048,-0.035,,,,,,
,-0.08,,0.081,-0.044,-0.037,,,,,,
,-0.079,,0.079,-0.04,-0.039,,,,,,
,-0.08,,0.08,-0.038,-0.041,,,,,,
,-0.077,,0.079,-0.042,-0.036,,,,,,
,-0.074,,0.079,-0.048,-0.031,,,,,,
,-0.074,,0.081,-0.052,-0.029,,,,,,
,-0.075,,0.086,-0.06,-0.026,,,,,,
,-0.074,,0.089,-0.064,-0.022,,,,,,
,-0.075,,0.09,-0.068,-0.021,,,,,,
,-0.074,,0.091,-0.071,-0.02,,,,,,
,-0.075,,0.092,-0.072,-0.019,,,,,,
,-0.074,,0.091,-0.071,-0.02,,,,,,
,-0.075,,0.092,-0.072,-0.019,,,,,,
,-0.074,,0.091,-0.071,-0.019,,,,,,
,-0.075,,0.092,-0.072,-0.02,,,,,,
,-0.074,,0.091,-0.071,-0.019,,,,,,
,-0.075,,0.092,-0.072,-0.02,,,,,,
,-0.073,,0.09,-0.07,-0.018,,,,,,
,-0.07,,0.087,-0.069,-0.016,,,,,,
,-0.07,,0.086,-0.069,-0.017,,,,,,
,-0.069,,0.087,-0.07,-0.016,,,,,,
,-0.07,,0.086,-0.069,-0.017,,,,,,
,-0.07,,0.087,-0.07,-0.016,,,,,,
,-0.069,,0.086,-0.069,-0.017,,,,,,
,-0.07,,0.087,-0.07,-0.016,,,,,,
,-0.069,,0.086,-0.069,-0.017,,,,,,
,-0.07,,0.087,-0.07,-0.016,,,,,,
,-0.069,,0.086,-0.069,-0.017,,,,,,
,-0.07,,0.087,-0.07,-0.016,,,,,,
,-0.069,,0.086,-0.069,-0.017,,,,,,
,-0.07,,0.087,-0.07,-0.016,,,,,,
,-0.069,,0.086,-0.069,-0.017,,,,,,
,-0.07,,0.087,-0.07,-0.017,,,,,,
,-0.069,,0.086,-0.069,-0.016,,,,,,
,-0.07,,0.087,-0.07,-0.017,,,,,,
,-0.069,,0.087,-0.069,-0.016,,,,,,
,-0.07,,0.086,-0.068,-0.017,,,,,,
,-0.07,,0.085,-0.065,-0.02,,,,,,
,-0.069,,0.084,-0.064,-0.02,,,,,,
,-0.07,,0.085,-0.065,-0.019,,,,,,
,-0.069,,0.084,-0.064,-0.02,,,,,,
,-0.07,,0.085,-0.065,-0.019,,,,,,
,-0.069,,0.084,-0.064,-0.02,,,,,,
,-0.07,,0.085,-0.065,-0.019,,,,,,
,-0.069,,0.084,-0.064,-0.02,,,,,,
,-0.07,,0.085,-0.065,-0.019,,,,,,
,-0.069,,0.084,-0.064,-0.02,,,,,,
,-0.07,,0.085,-0.065,-0.019,,,,,,
,-0.069,,0.084,-0.064,-0.02,,,,,,
,-0.07,,0.085,-0.066,-0.019,,,,,,
,-0.069,,0.084,-0.064,-0.02,,,,,,
,-0.07,,0.082,-0.06,-0.021,,,,,,
,-0.069,,0.081,-0.059,-0.022,,,,,,
,-0.07,,0.082,-0.06,-0.021,,,,,,
,-0.069,,0.081,-0.059,-0.022,,,,,,
,-0.07,,0.082,-0.06,-0.021,,,,,,
,-0.069,,0.081,-0.059,-0.022,,,,,,
,-0.07,,0.082,-0.06,-0.021,,,,,,
,-0.069,,0.081,-0.059,-0.022,,,,,,
,-0.07,,0.082,-0.06,-0.021,,,,,,
,-0.069,,0.081,-0.059,-0.022,,,,,,
,-0.07,,0.082,-0.06,-0.021,,,,,,
,-0.069,,0.081,-0.059,-0.022,,,,,,
,-0.07,,0.082,-0.06,-0.021,,,,,,
,-0.069,,0.081,-0.059,-0.022,,,,,,
,-0.07,,0.08,-0.055,-0.024,,,,,,
,-0.07,,0.078,-0.053,-0.025,,,,,,
,-0.071,,0.082,-0.055,-0.025,,,,,,
,-0.076,,0.086,-0.057,-0.028,,,,,,
,-0.079,,0.089,-0.06,-0.03,,,,,,
,-0.079,,0.089,-0.059,-0.029,,,,,,
,-0.08,,0.09,-0.06,-0.029,,,,,,
,-0.079,,0.089,-0.059,-0.03,,,,,,
,-0.08,,0.09,-0.06,-0.029,,,,,,
,-0.079,,0.089,-0.059,-0.03,,,,,,
,-0.08,,0.09,-0.06,-0.029,,,,,,
,-0.079,,0.089,-0.059,-0.03,,,,,,
,-0.08,,0.09,-0.06,-0.029,,,,,,
,-0.079,,0.089,-0.059,-0.03,,,,,,
,-0.08,,0.086,-0.055,-0.032,,,,,,
,-0.08,,0.086,-0.055,-0.032,,,,,,
,-0.079,,0.086,-0.054,-0.031,,,,,,
,-0.08,,0.087,-0.055,-0.032,,,,,,
,-0.079,,0.086,-0.054,-0.031,,,,,,
,-0.08,,0.087,-0.055,-0.031,,,,,,
,-0.079,,0.086,-0.054,-0.032,,,,,,
,-0.08,,0.087,-0.055,-0.031,,,,,,
,-0.079,,0.086,-0.054,-0.032,,,,,,
,-0.08,,0.087,-0.055,-0.031,,,,,,
,-0.079,,0.086,-0.054,-0.032,,,,,,
,-0.08,,0.087,-0.055,-0.031,,,,,,
,-0.08,,0.086,-0.054,-0.032,,,,,,
,-0.079,,0.087,-0.054,-0.031,,,,,,
,-0.08,,0.085,-0.05,-0.034,,,,,,
,-0.079,,0.084,-0.049,-0.035,,,,,,
,-0.08,,0.085,-0.05,-0.034,,,,,,
,-0.079,,0.084,-0.049,-0.035,,,,,,
,-0.075,,0.078,-0.042,-0.034,,,,,,
,-0.075,,0.077,-0.041,-0.035,,,,,,
,-0.073,,0.075,-0.042,-0.033,,,,,,
,-0.069,,0.071,-0.038,-0.032,,,,,,
,-0.069,,0.07,-0.034,-0.034,,,,,,
,-0.065,,0.065,-0.031,-0.032,,,,,,
,-0.065,,0.065,-0.032,-0.032,,,,,,
,-0.061,,0.06,-0.029,-0.03,,,,,,
,-0.047,,0.048,-0.024,-0.023,,,,,,
,-0.04,,0.047,-0.034,-0.013,,,,,,
,-0.033,,0.044,-0.038,-0.005,,,,,,
,-0.022,,0.037,-0.04,0.003,,,,,,
,-0.012,,0.03,-0.042,0.012,,,,,,
,-0.004,,0.026,-0.047,0.02,,,,,,
,0.003,,0.022,-0.051,0.028,,,,,,
,0.003,,0.027,-0.06,0.032,,,,,,
,-0.002,,0.034,-0.064,0.03,,,,,,
,-0.005,,0.034,-0.061,0.026,,,,,,
,-0.005,,0.035,-0.062,0.027,,,,,,
,-0.008,,0.038,-0.064,0.025,,,,,,
,-0.012,,0.042,-0.066,0.023,,,,,,
,-0.016,,0.046,-0.067,0.021,,,,,,
,-0.014,,0.044,-0.066,0.022,,,,,,
,-0.006,,0.036,-0.062,0.026,,,,,,
,0.002,,0.028,-0.059,0.031,,,,,,
,0.007,,0.021,-0.054,0.031,,,,,,
,0.01,,0.015,-0.049,0.032,,,,,,
,0.019,,0.007,-0.045,0.036,,,,,,
,0.028,,-0.001,-0.041,0.04,,,,,,
,0.03,,-0.003,-0.04,0.042,,,,,,
,0.041,,-0.014,-0.035,0.047,,,,,,
,0.055,,-0.028,-0.028,0.054,,,,,,
,0.046,,-0.019,-0.031,0.05,,,,,,
,0.041,,-0.013,-0.036,0.048,,,,,,
,0.038,,-0.012,-0.032,0.044,,,,,,
,0.033,,-0.012,-0.026,0.038,,,,,,
,0.03,,-0.009,-0.025,0.035,,,,,,
,0.026,,-0.007,-0.024,0.031,,,,,,
,0.022,,-0.009,-0.018,0.026,,,,,,
,0.016,,-0.005,-0.014,0.018,,,,,,
,0.009,,0.0,-0.015,0.014,,,,,,
,0.005,,0.001,-0.013,0.01,,,,,,
,-0.002,,0.007,-0.012,0.003,,,,,,
,-0.007,,0.012,-0.012,0.0,,,,,,
,-0.012,,0.017,-0.017,-0.001,,,,,,
,-0.02,,0.024,-0.019,-0.005,,,,,,
,-0.024,,0.027,-0.017,-0.008,,,,,,
,-0.026,,0.027,-0.017,-0.01,,,,,,
,-0.036,,0.038,-0.023,-0.014,,,,,,
,-0.046,,0.048,-0.027,-0.02,,,,,,
,-0.049,,0.051,-0.029,-0.021,,,,,,
,-0.063,,0.063,-0.032,-0.03,,,,,,
,-0.081,,0.081,-0.04,-0.041,,,,,,
,-0.092,,0.092,-0.046,-0.046,,,,,,
,-0.095,,0.095,-0.047,-0.047,,,,,,
,-0.094,,0.094,-0.046,-0.047,,,,,,
,-0.095,,0.093,-0.044,-0.048,,,,,,
,-0.094,,0.092,-0.041,-0.05,,,,,,
,-0.095,,0.093,-0.042,-0.049,,,,,,
,-0.094,,0.092,-0.041,-0.05,,,,,,
,-0.095,,0.09,-0.038,-0.051,,,,,,
,-0.094,,0.089,-0.036,-0.052,,,,,,
,-0.095,,0.09,-0.037,-0.051,,,,,,
,-0.094,,0.089,-0.036,-0.051,,,,,,
,-0.095,,0.09,-0.036,-0.052,,,,,,
,-0.094,,0.088,-0.033,-0.054,,,,,,
,-0.095,,0.088,-0.031,-0.054,,,,,,
,-0.094,,0.087,-0.032,-0.055,,,,,,
,-0.095,,0.087,-0.032,-0.054,,,,,,
,-0.095,,0.088,-0.031,-0.055,,,,,,
,-0.094,,0.088,-0.034,-0.053,,,,,,
,-0.095,,0.09,-0.038,-0.051,,,,,,
,-0.094,,0.089,-0.037,-0.052,,,,,,
,-0.095,,0.09,-0.037,-0.051,,,,,,
,-0.094,,0.089,-0.036,-0.052,,,,,,
,-0.095,,0.091,-0.039,-0.051,,,,,,
,-0.094,,0.092,-0.042,-0.05,,,,,,
,-0.095,,0.093,-0.042,-0.049,,,,,,
,-0.095,,0.092,-0.041,-0.05,,,,,,
,-0.094,,0.093,-0.042,-0.05,,,,,,
,-0.095,,0.094,-0.043,-0.048,,,,,,
,-0.094,,0.094,-0.047,-0.046,,,,,,
,-0.09,,0.09,-0.045,-0.045,,,,,,
,-0.09,,0.09,-0.045,-0.045,,,,,,
,-0.087,,0.087,-0.043,-0.043,,,,,,
,-0.084,,0.084,-0.041,-0.041,,,,,,
,-0.085,,0.084,-0.041,-0.042,,,,,,
,-0.085,,0.087,-0.046,-0.04,,,,,,
,-0.081,,0.083,-0.045,-0.037,,,,,,
,-0.079,,0.081,-0.045,-0.036,,,,,,
,-0.08,,0.081,-0.044,-0.037,,,,,,
,-0.08,,0.081,-0.045,-0.036,,,,,,
,-0.076,,0.08,-0.046,-0.033,,,,,,
,-0.074,,0.08,-0.047,-0.031,,,,,,
,-0.075,,0.08,-0.046,-0.032,,,,,,
,-0.074,,0.08,-0.046,-0.031,,,,,,
,-0.07,,0.075,-0.044,-0.03,,,,,,
,-0.07,,0.075,-0.047,-0.028,,,,,,
,-0.069,,0.069,-0.034,-0.034,,,,,,
,-0.07,,0.061,-0.015,-0.044,,,,,,
,-0.074,,0.058,-0.001,-0.054,,,,,,
,-0.079,,0.042,0.035,-0.076,,,,,,
,-0.048,,-0.019,0.112,-0.091,,,,,,
,-0.011,,-0.068,0.157,-0.086,,,,,,
,0.03,,-0.1,0.156,-0.055,,,,,,
,0.118,,-0.184,0.19,-0.006,,,,,,
,0.201,,-0.26,0.22,0.039,,,,,,
,0.272,,-0.326,0.243,0.081,,,,,,
,0.352,,-0.401,0.273,0.128,,,,,,
,0.432,,-0.477,0.306,0.171,,,,,,
,0.454,,-0.497,0.313,0.183,,,,,,
,0.41,,-0.45,0.284,0.165,,,,,,
,0.344,,-0.386,0.256,0.129,,,,,,
,0.29,,-0.321,0.208,0.113,,,,,,
,0.248,,-0.228,0.083,0.143,,,,,,
,0.206,,-0.122,-0.066,0.187,,,,,,
,0.156,,0.011,-0.258,0.246,,,,,,
,0.099,,0.123,-0.398,0.273,,,,,,
,0.04,,0.185,-0.43,0.244,,,,,,
,-0.022,,0.242,-0.45,0.208,,,,,,
,-0.039,,0.26,-0.459,0.199,,,,,,
,-0.061,,0.263,-0.434,0.17,,,,,,
,-0.12,,0.291,-0.4,0.109,,,,,,
,-0.187,,0.33,-0.38,0.049,,,,,,
,-0.241,,0.352,-0.345,-0.008,,,,,,
,-0.282,,0.365,-0.306,-0.058,,,,,,
,-0.304,,0.357,-0.256,-0.1,,,,,,
,-0.304,,0.329,-0.202,-0.127,,,,,,
,-0.31,,0.32,-0.174,-0.144,,,,,,
,-0.308,,0.302,-0.14,-0.16,,,,,,
,-0.333,,0.318,-0.133,-0.183,,,,,,
,-0.355,,0.339,-0.142,-0.196,,,,,,
,-0.345,,0.325,-0.132,-0.192,,,,,,
,-0.338,,0.317,-0.124,-0.191,,,,,,
,-0.314,,0.29,-0.107,-0.182,,,,,,
,-0.281,,0.244,-0.066,-0.176,,,,,,
,-0.256,,0.208,-0.032,-0.175,,,,,,
,-0.232,,0.191,-0.034,-0.156,,,,,,
,-0.209,,0.173,-0.032,-0.14,,,,,,
,-0.185,,0.152,-0.026,-0.125,,,,,,
,-0.163,,0.135,-0.025,-0.109,,,,,,
,-0.144,,0.122,-0.027,-0.094,,,,,,
,-0.128,,0.109,-0.026,-0.083,,,,,,
,-0.116,,0.102,-0.028,-0.072,,,,,,
,-0.102,,0.092,-0.029,-0.061,,,,,,
,-0.087,,0.077,-0.023,-0.053,,,,,,
,-0.075,,0.065,-0.017,-0.047,,,,,,
,-0.07,,0.06,-0.014,-0.044,,,,,,
,-0.069,,0.059,-0.015,-0.044,,,,,,
,-0.07,,0.06,-0.014,-0.045,,,,,,
,-0.069,,0.059,-0.015,-0.044,,,,,,
,-0.065,,0.057,-0.017,-0.04,,,,,,
,-0.065,,0.058,-0.016,-0.04,,,,,,
,-0.064,,0.057,-0.016,-0.039,,,,,,
,-0.064,,0.057,-0.016,-0.039,,,,,,
,-0.065,,0.058,-0.017,-0.04,,,,,,
,-0.061,,0.054,-0.015,-0.037,,,,,,
,-0.058,,0.051,-0.013,-0.036,,,,,,
,-0.06,,0.053,-0.016,-0.037,,,,,,
,-0.059,,0.054,-0.02,-0.034,,,,,,
,-0.055,,0.05,-0.017,-0.032,,,,,,
,-0.054,,0.049,-0.016,-0.031,,,,,,
,-0.055,,0.05,-0.017,-0.032,,,,,,
,-0.054,,0.049,-0.017,-0.031,,,,,,
,-0.054,,0.05,-0.016,-0.031,,,,,,
,-0.05,,0.048,-0.019,-0.027,,,,,,
,-0.049,,0.047,-0.02,-0.026,,,,,,
,-0.05,,0.048,-0.019,-0.027,,,,,,
,-0.049,,0.047,-0.02,-0.026,,,,,,
,-0.049,,0.047,-0.019,-0.027,,,,,,
,-0.046,,0.044,-0.017,-0.025,,,,,,
,-0.044,,0.042,-0.016,-0.024,,,,,,
,-0.045,,0.043,-0.016,-0.025,,,,,,
,-0.044,,0.039,-0.011,-0.026,,,,,,
,-0.041,,0.034,-0.006,-0.026,,,,,,
,-0.039,,0.03,-0.002,-0.028,,,,,,
,-0.04,,0.029,0.002,-0.031,,,,,,
,-0.039,,0.027,0.004,-0.031,,,,,,
,-0.035,,0.025,0.003,-0.027,,,,,,
,-0.034,,0.024,0.003,-0.025,,,,,,
,-0.035,,0.025,0.002,-0.027,,,,,,
,-0.033,,0.024,0.003,-0.026,,,,,,
,-0.029,,0.019,0.005,-0.024,,,,,,
,-0.029,,0.019,0.004,-0.024,,,,,,
,-0.03,,0.02,0.005,-0.025,,,,,,
,-0.027,,0.017,0.006,-0.024,,,,,,
,-0.024,,0.014,0.008,-0.021,,,,,,
,-0.025,,0.015,0.007,-0.022,,,,,,
,-0.025,,0.015,0.008,-0.021,,,,,,
,-0.022,,0.012,0.009,-0.02,,,,,,
,-0.019,,0.008,0.01,-0.019,,,,,,
,-0.02,,0.01,0.009,-0.019,,,,,,
,-0.019,,0.012,0.005,-0.017,,,,,,
,-0.016,,0.009,0.006,-0.014,,,,,,
,-0.014,,0.006,0.008,-0.015,,,,,,
,-0.015,,0.008,0.007,-0.014,,,,,,
,-0.015,,0.008,0.007,-0.014,,,,,,
,-0.015,,0.008,0.008,-0.015,,,,,,
,-0.012,,0.005,0.008,-0.013,,,,,,
,-0.009,,0.002,0.01,-0.011,,,,,,
,-0.009,,0.002,0.009,-0.012,,,,,,
,-0.005,,-0.001,0.012,-0.01,,,,,,
,-0.005,,-0.001,0.013,-0.009,,,,,,
,-0.002,,-0.004,0.013,-0.008,,,,,,
,0.0,,-0.006,0.014,-0.005,,,,,,
,0.0,,-0.006,0.015,-0.007,,,,,,
,0.0,,-0.009,0.022,-0.01,,,,,,
,0.003,,-0.019,0.034,-0.014,,,,,,
,0.005,,-0.022,0.037,-0.014,,,,,,
,0.005,,-0.022,0.037,-0.014,,,,,,
,0.009,,-0.026,0.039,-0.012,,,,,,
,0.009,,-0.026,0.039,-0.012,,,,,,
,0.012,,-0.029,0.041,-0.01,,,,,,
,0.015,,-0.033,0.042,-0.009,,,,,,
,0.015,,-0.032,0.041,-0.009,,,,,,
,0.015,,-0.032,0.042,-0.01,,,,,,
,0.017,,-0.034,0.043,-0.008,,,,,,
,0.023,,-0.04,0.046,-0.005,,,,,,
,0.025,,-0.042,0.046,-0.004,,,,,,
,0.025,,-0.042,0.047,-0.004,,,,,,
,0.028,,-0.045,0.048,-0.002,,,,,,
,0.03,,-0.047,0.05,-0.001,,,,,,
,0.03,,-0.047,0.049,-0.001,,,,,,
,0.036,,-0.053,0.052,0.0,,,,,,
,0.039,,-0.056,0.054,0.002,,,,,,
,0.04,,-0.057,0.055,0.001,,,,,,
,0.042,,-0.057,0.054,0.004,,,,,,
,0.045,,-0.064,0.06,0.003,,,,,,
,0.045,,-0.071,0.076,-0.004,,,,,,
,0.049,,-0.079,0.084,-0.005,,,,,,
,0.051,,-0.081,0.085,-0.003,,,,,,
,0.06,,-0.091,0.09,0.001,,,,,,
,0.076,,-0.106,0.097,0.007,,,,,,
,0.079,,-0.11,0.1,0.01,,,,,,
,0.079,,-0.108,0.098,0.009,,,,,,
,0.082,,-0.113,0.104,0.009,,,,,,
,0.084,,-0.112,0.095,0.015,,,,,,
,0.085,,-0.105,0.082,0.021,,,,,,
,0.089,,-0.127,0.121,0.005,,,,,,
,0.09,,-0.136,0.138,-0.001,,,,,,
,0.09,,-0.134,0.133,0.0,,,,,,
,0.096,,-0.141,0.138,0.002,,,,,,
,0.104,,-0.151,0.146,0.004,,,,,,
,0.107,,-0.154,0.148,0.005,,,,,,
,0.117,,-0.164,0.155,0.009,,,,,,
,0.128,,-0.178,0.164,0.013,,,,,,
,0.135,,-0.184,0.167,0.016,,,,,,
,0.139,,-0.19,0.173,0.017,,,,,,
,0.141,,-0.196,0.178,0.016,,,,,,
,0.15,,-0.207,0.187,0.019,,,,,,
,0.161,,-0.218,0.196,0.022,,,,,,
,0.165,,-0.221,0.196,0.024,,,,,,
,0.172,,-0.228,0.199,0.029,,,,,,
,0.178,,-0.237,0.206,0.03,,,,,,
,0.18,,-0.241,0.21,0.03,,,,,,
,0.186,,-0.246,0.212,0.032,,,,,,
,0.198,,-0.258,0.219,0.037,,,,,,
,0.204,,-0.26,0.213,0.046,,,,,,
,0.204,,-0.27,0.234,0.036,,,,,,
,0.205,,-0.284,0.26,0.023,,,,,,
,0.204,,-0.279,0.252,0.027,,,,,,
,0.203,,-0.278,0.25,0.026,,,,,,
,0.215,,-0.29,0.256,0.032,,,,,,
,0.23,,-0.305,0.265,0.039,,,,,,
,0.236,,-0.31,0.266,0.042,,,,,,
,0.239,,-0.312,0.265,0.047,,,,,,
,0.236,,-0.308,0.262,0.046,,,,,,
,0.235,,-0.307,0.262,0.044,,,,,,
,0.234,,-0.305,0.261,0.044,,,,,,
,0.229,,-0.302,0.259,0.042,,,,,,
,0.229,,-0.302,0.259,0.041,,,,,,
,0.231,,-0.301,0.257,0.043,,,,,,
,0.227,,-0.297,0.252,0.044,,,,,,
,0.224,,-0.294,0.25,0.041,,,,,,
,0.225,,-0.295,0.252,0.042,,,,,,
,0.225,,-0.295,0.252,0.041,,,,,,
,0.222,,-0.291,0.248,0.042,,,,,,
,0.219,,-0.285,0.243,0.041,,,,,,
,0.22,,-0.287,0.245,0.042,,,,,,
,0.219,,-0.287,0.244,0.041,,,,,,
,0.216,,-0.283,0.242,0.04,,,,,,
,0.213,,-0.281,0.242,0.038,,,,,,
,0.215,,-0.282,0.241,0.04,,,,,,
,0.215,,-0.277,0.232,0.045,,,,,,
,0.203,,-0.264,0.223,0.041,,,,,,
,0.193,,-0.25,0.212,0.039,,,,,,
,0.187,,-0.24,0.201,0.039,,,,,,
,0.178,,-0.23,0.193,0.037,,,,,,
,0.166,,-0.214,0.178,0.035,,,,,,
,0.158,,-0.203,0.17,0.032,,,,,,
,0.151,,-0.194,0.16,0.031,,,,,,
,0.141,,-0.18,0.149,0.03,,,,,,
,0.13,,-0.166,0.14,0.026,,,,,,
,0.122,,-0.157,0.132,0.025,,,,,,
,0.111,,-0.144,0.122,0.022,,,,,,
,0.101,,-0.132,0.113,0.018,,,,,,
,0.093,,-0.123,0.105,0.016,,,,,,
,0.081,,-0.108,0.096,0.011,,,,,,
,0.073,,-0.098,0.088,0.01,,,,,,
,0.063,,-0.087,0.079,0.007,,,,,,
,0.051,,-0.073,0.068,0.003,,,,,,
,0.044,,-0.065,0.061,0.002,,,,,,
,0.037,,-0.057,0.057,0.0,,,,,,
,0.025,,-0.044,0.05,-0.005,,,,,,
,0.015,,-0.031,0.04,-0.007,,,,,,
,0.008,,-0.023,0.033,-0.01,,,,,,
,0.0,,-0.015,0.03,-0.014,,,,,,
,-0.006,,-0.006,0.023,-0.016,,,,,,
,-0.015,,0.005,0.014,-0.018,,,,,,
,-0.021,,0.011,0.008,-0.02,,,,,,
,-0.025,,0.015,0.007,-0.021,,,,,,
,-0.033,,0.025,0.001,-0.024,,,,,,
,-0.041,,0.038,-0.012,-0.024,,,,,,
,-0.048,,0.036,-0.002,-0.034,,,,,,
,-0.049,,0.028,0.017,-0.046,,,,,,
,-0.045,,0.027,0.012,-0.04,,,,,,
,-0.044,,0.027,0.013,-0.039,,,,,,
,-0.05,,0.033,0.008,-0.041,,,,,,
,-0.057,,0.043,0.001,-0.043,,,,,,
,-0.059,,0.044,0.0,-0.045,,,,,,
,-0.06,,0.044,0.0,-0.045,,,,,,
,-0.063,,0.05,-0.004,-0.044,,,,,,
,-0.066,,0.054,-0.008,-0.045,,,,,,
,-0.063,,0.051,-0.005,-0.044,,,,,,
,-0.064,,0.053,-0.007,-0.045,,,,,,
,-0.081,,0.07,-0.019,-0.05,,,,,,
,-0.087,,0.077,-0.023,-0.053,,,,,,
,-0.084,,0.073,-0.02,-0.051,,,,,,
